filename,journal_name,rule_id,checklist_id,compare,independent_status,service_status,severity,json_path,evidence,explanation
0424-8570.data,Электрохимия,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0453-8811.data,Кинетика и катализ,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0453-8811.data,Кинетика и катализ,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0453-8811.data,Кинетика и катализ,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0453-8811.data,Кинетика и катализ,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0475-1450.data,Онтогенез,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0475-1450.data,Онтогенез,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0514-7492.data,Журнал органической химии,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0514-7492.data,Журнал органической химии,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0514-7492.data,Журнал органической химии,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0514-7492.data,Журнал органической химии,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0544-1269.data,Микроэлектроника,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0544-1269.data,Микроэлектроника,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0555-1099.data,Прикладная биохимия и микробиология,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0555-1099.data,Прикладная биохимия и микробиология,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0555-1099.data,Прикладная биохимия и микробиология,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0555-1099.data,Прикладная биохимия и микробиология,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0555-2923.data,Проблемы передачи информации,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0555-2923.data,Проблемы передачи информации,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0555-2923.data,Проблемы передачи информации,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-0499.data,Общественные науки и современность,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-0499.data,Общественные науки и современность,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-5415.data,Этнографическое обозрение,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-5415.data,Этнографическое обозрение,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-544X.data,Славяноведение,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0869-544X.data,Славяноведение,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['hideAbout'],Проблемы: hideAbout
0869-544X.data,Славяноведение,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-544X.data,Славяноведение,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0869-544X.data,Славяноведение,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-5733.data,Металлы,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0869-5733.data,Металлы,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-5733.data,Металлы,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0869-5733.data,Металлы,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-5873.data,Вестник Российской академии наук,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-5873.data,Вестник Российской академии наук,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-5903.data,Петрология,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
0869-5903.data,Петрология,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-5903.data,Петрология,STEP1_EMAIL,step1.email,false_positive,pass,partial,error,settings.envelopeSender|contactEmail,nevairene@mail.ru,Исходящая почта журнала
0869-592X.data,Стратиграфия. Геологическая корреляция,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
0869-592X.data,Стратиграфия. Геологическая корреляция,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-592X.data,Стратиграфия. Геологическая корреляция,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0869-592X.data,Стратиграфия. Геологическая корреляция,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-6055.data,Записки Российского минералогического общества,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0869-6055.data,Записки Российского минералогического общества,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-6055.data,Записки Российского минералогического общества,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0869-6055.data,Записки Российского минералогического общества,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-6063.data,Российская археология,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['hideAbout'],Проблемы: hideAbout
0869-6063.data,Российская археология,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-6063.data,Российская археология,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-6071.data,Известия Русского географического общества,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0869-6071.data,Известия Русского географического общества,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-6071.data,Известия Русского географического общества,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0869-6071.data,Известия Русского географического общества,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-7698.data,Вестник Дальневосточного отделения Российской академии наук,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
0869-7698.data,Вестник Дальневосточного отделения Российской академии наук,MODULES_EXTRA_OFF,modules.extra_off,false_negative,partial,pass,warning,plugins.*,ResolverPlugin,Отмечено включённых вне эталона: 1 (whitelist эвристический)
0869-7698.data,Вестник Дальневосточного отделения Российской академии наук,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0869-7698.data,Вестник Дальневосточного отделения Российской академии наук,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-7809.data,Геоэкология. Инженерная геология. Гидрогеология. Геокриология,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0869-7809.data,Геоэкология. Инженерная геология. Гидрогеология. Геокриология,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-7809.data,Геоэкология. Инженерная геология. Гидрогеология. Геокриология,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0869-7809.data,Геоэкология. Инженерная геология. Гидрогеология. Геокриология,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-8031.data,Радиационная биология. Радиоэкология,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-8031.data,Радиационная биология. Радиоэкология,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
0869-8139.data,Российский физиологический журнал им. И.М. Сеченова,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
0869-8139.data,Российский физиологический журнал им. И.М. Сеченова,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
0869-8139.data,Российский физиологический журнал им. И.М. Сеченова,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
0869-8139.data,Российский физиологический журнал им. И.М. Сеченова,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
1024-7084.data,Известия Российской академии наук. Механика жидкости и газа,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
1024-7084.data,Известия Российской академии наук. Механика жидкости и газа,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
1024-7084.data,Известия Российской академии наук. Механика жидкости и газа,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
1024-7084.data,Известия Российской академии наук. Механика жидкости и газа,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
1026-3470.data,Известия Российской академии наук. Серия биологическая,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
1026-3470.data,Известия Российской академии наук. Серия биологическая,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
1026-3470.data,Известия Российской академии наук. Серия биологическая,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
1026-3519.data,Известия Российской академии наук. Механика твердого тела,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
1026-3519.data,Известия Российской академии наук. Механика твердого тела,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
1026-3519.data,Известия Российской академии наук. Механика твердого тела,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
1026-3519.data,Известия Российской академии наук. Механика твердого тела,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
1026-9452.data,Государство и право,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],"['hideAbout', 'editorRestriction']","Проблемы: hideAbout, editorRestriction"
1026-9452.data,Государство и право,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
1026-9452.data,Государство и право,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
1026-9452.data,Государство и право,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
1027-8133.data,Нейрохимия,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
1027-8133.data,Нейрохимия,STEP1_MAILING,step1.mailing,false_negative,partial,pass,error,settings.mailingAddress,ru_len=0; en_len=49,Адрес неполный/пуст
1027-8133.data,Нейрохимия,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
1028-0960.data,"Поверхность. Рентгеновские, синхротронные и нейтронные исследования",PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
1028-0960.data,"Поверхность. Рентгеновские, синхротронные и нейтронные исследования",MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
1028-0960.data,"Поверхность. Рентгеновские, синхротронные и нейтронные исследования",STEP1_MAILING,step1.mailing,false_negative,partial,pass,error,settings.mailingAddress,ru_len=48; en_len=0,Адрес неполный/пуст
1028-0960.data,"Поверхность. Рентгеновские, синхротронные и нейтронные исследования",STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
1605-7880.data,Известия Российской академии наук. Серия литературы и языка,PAGES_READER_TOOLS,pages.reader_tools,false_positive,pass,fail,error,plugins.readingtoolsblockplugin|settings.readingTools,"{'plugin': 'enabled', 'settings': {}}",Инструменты читателя
1605-7880.data,Известия Российской академии наук. Серия литературы и языка,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
1605-7880.data,Известия Российской академии наук. Серия литературы и языка,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
1605-7880.data,Известия Российской академии наук. Серия литературы и языка,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
1605-7880.data,Известия Российской академии наук. Серия литературы и языка,STEP3_COPYRIGHT,step3.copyright,severity_mismatch,partial,fail,critical,settings.copyrightNotice|copyrightHolderType|licenseURL,"deficits=['notice_en', 'license']","Не хватает: notice_en, license"
1605-7880.data,Известия Российской академии наук. Серия литературы и языка,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2076-6734.data,Лёд и Снег,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2076-6734.data,Лёд и Снег,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2076-6734.data,Лёд и Снег,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2218-1172.data,Мембраны и мембранные технологии,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
2218-1172.data,Мембраны и мембранные технологии,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2218-1172.data,Мембраны и мембранные технологии,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2218-1172.data,Мембраны и мембранные технологии,STEP3_CHECKLIST,step3.checklist,severity_mismatch,partial,fail,error,settings.submissionChecklist,ru=1; en=0,Чек-лист отсутствует/неполный
2218-1172.data,Мембраны и мембранные технологии,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2308-1120.data,Высокомолекулярные соединения. Серия А,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2308-1120.data,Высокомолекулярные соединения. Серия А,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2308-1120.data,Высокомолекулярные соединения. Серия А,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2308-1139.data,Высокомолекулярные соединения. Серия Б,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2308-1139.data,Высокомолекулярные соединения. Серия Б,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2308-1139.data,Высокомолекулярные соединения. Серия Б,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2308-1147.data,Высокомолекулярные соединения. Серия С,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
2308-1147.data,Высокомолекулярные соединения. Серия С,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2308-1147.data,Высокомолекулярные соединения. Серия С,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2308-1147.data,Высокомолекулярные соединения. Серия С,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2500-2082.data,Вестник российской сельскохозяйственной науки,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2500-2082.data,Вестник российской сельскохозяйственной науки,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2500-2082.data,Вестник российской сельскохозяйственной науки,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2500-2627.data,Российская сельскохозяйственная наука,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2500-2627.data,Российская сельскохозяйственная наука,STEP3_CHECKLIST,step3.checklist,severity_mismatch,partial,fail,error,settings.submissionChecklist,ru=1; en=0,Чек-лист отсутствует/неполный
2500-2627.data,Российская сельскохозяйственная наука,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2587-5566.data,Известия Российской академии наук. Серия географическая,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2587-5566.data,Известия Российской академии наук. Серия географическая,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2587-5566.data,Известия Российской академии наук. Серия географическая,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2686-6730.data,"США & Канада: экономика, политика, культура",MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2686-6730.data,"США & Канада: экономика, политика, культура",STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2686-6730.data,"США & Канада: экономика, политика, культура",STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2686-7389.data,Доклады Российской академии наук. Науки о жизни,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
2686-7389.data,Доклады Российской академии наук. Науки о жизни,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2686-7389.data,Доклады Российской академии наук. Науки о жизни,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2686-7389.data,Доклады Российской академии наук. Науки о жизни,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2686-7397.data,Доклады Российской академии наук. Науки о Земле,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['editorRestriction'],Проблемы: editorRestriction
2686-7397.data,Доклады Российской академии наук. Науки о Земле,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2686-7397.data,Доклады Российской академии наук. Науки о Земле,STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2686-7397.data,Доклады Российской академии наук. Науки о Земле,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2686-7400.data,"Доклады Российской академии наук. Физика, технические науки",MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2686-7400.data,"Доклады Российской академии наук. Физика, технические науки",STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2686-7400.data,"Доклады Российской академии наук. Физика, технические науки",STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2686-9535.data,"Доклады Российской академии наук. Химия, науки о материалах",MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2686-9535.data,"Доклады Российской академии наук. Химия, науки о материалах",STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2686-9535.data,"Доклады Российской академии наук. Химия, науки о материалах",STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2686-9543.data,"Доклады Российской академии наук. Математика, информатика, процессы управления",MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2686-9543.data,"Доклады Российской академии наук. Математика, информатика, процессы управления",STEP1_MAILING,step1.mailing,false_negative,fail,pass,error,settings.mailingAddress,ru_len=0; en_len=0,Адрес неполный/пуст
2949-124X.data,Российская история,PAGES_SECTION_ARTICLES,pages.section_articles,severity_mismatch,partial,fail,error,sections[Articles],['hideAbout'],Проблемы: hideAbout
2949-124X.data,Российская история,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2949-124X.data,Российская история,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
2949-1789.data,Геоморфология и палеогеография,MODULES_EXTRA_OFF,modules.extra_off,false_positive,pass,partial,warning,plugins.*,none,Лишних generic-модулей сверх эвристики не найдено
2949-1789.data,Геоморфология и палеогеография,STEP3_SUBMISSION_ACK,step3.submission_ack,false_negative,fail,pass,error,settings.copySubmissionAckPrimaryContact,False,Флаг не в ожидаемом состоянии
